# Selection : patch(outlet)
# Faces  :    4
# Area   :    1.000000e-02
# Time        	areaAverage(T)
534.3         	9.335174e-01
534.8         	9.337026e-01
535.3         	9.338873e-01
535.8         	9.340714e-01
536.3         	9.342551e-01
536.8         	9.344382e-01
537.3         	9.346208e-01
537.8         	9.348029e-01
538.3         	9.349845e-01
538.8         	9.351656e-01
539.3         	9.353462e-01
539.8         	9.355263e-01
540.3         	9.357058e-01
540.8         	9.358849e-01
541.3         	9.360635e-01
541.8         	9.362415e-01
542.3         	9.364191e-01
542.8         	9.365961e-01
543.3         	9.367727e-01
543.8         	9.369488e-01
544.3         	9.371243e-01
544.8         	9.372994e-01
545.3         	9.374740e-01
545.8         	9.376481e-01
546.3         	9.378217e-01
546.8         	9.379948e-01
547.3         	9.381674e-01
547.8         	9.383395e-01
548.3         	9.385111e-01
548.8         	9.386823e-01
549.3         	9.388529e-01
549.8         	9.390231e-01
550.3         	9.391928e-01
550.8         	9.393620e-01
551.3         	9.395307e-01
551.8         	9.396990e-01
552.3         	9.398667e-01
552.8         	9.400340e-01
553.3         	9.402008e-01
553.8         	9.403672e-01
554.3         	9.405330e-01
554.8         	9.406984e-01
555.3         	9.408633e-01
555.8         	9.410278e-01
556.3         	9.411918e-01
556.8         	9.413553e-01
557.3         	9.415183e-01
557.8         	9.416809e-01
558.3         	9.418430e-01
558.8         	9.420046e-01
559.3         	9.421658e-01
559.8         	9.423265e-01
560.3         	9.424867e-01
560.8         	9.426465e-01
561.3         	9.428058e-01
561.8         	9.429647e-01
562.3         	9.431231e-01
562.8         	9.432810e-01
563.3         	9.434385e-01
563.8         	9.435956e-01
564.3         	9.437522e-01
564.8         	9.439083e-01
565.3         	9.440640e-01
565.8         	9.442192e-01
566.3         	9.443740e-01
566.8         	9.445283e-01
567.3         	9.446822e-01
567.8         	9.448357e-01
568.3         	9.449887e-01
568.8         	9.451412e-01
569.3         	9.452934e-01
569.8         	9.454450e-01
570.3         	9.455963e-01
570.8         	9.457471e-01
571.3         	9.458974e-01
571.8         	9.460474e-01
572.3         	9.461969e-01
572.8         	9.463459e-01
573.3         	9.464945e-01
573.8         	9.466427e-01
574.3         	9.467905e-01
574.8         	9.469378e-01
575.3         	9.470847e-01
575.8         	9.472312e-01
576.3         	9.473772e-01
576.8         	9.475229e-01
577.3         	9.476681e-01
577.8         	9.478128e-01
578.3         	9.479572e-01
578.8         	9.481011e-01
579.3         	9.482446e-01
579.8         	9.483877e-01
580.3         	9.485304e-01
580.8         	9.486727e-01
581.3         	9.488145e-01
581.8         	9.489559e-01
582.3         	9.490970e-01
582.8         	9.492376e-01
583.3         	9.493778e-01
583.8         	9.495176e-01
584.3         	9.496569e-01
584.8         	9.497959e-01
585.3         	9.499345e-01
585.8         	9.500726e-01
586.3         	9.502104e-01
586.8         	9.503478e-01
587.3         	9.504847e-01
587.8         	9.506213e-01
588.3         	9.507574e-01
588.8         	9.508932e-01
589.3         	9.510286e-01
589.8         	9.511635e-01
590.3         	9.512981e-01
590.8         	9.514323e-01
591.3         	9.515661e-01
591.8         	9.516994e-01
592.3         	9.518325e-01
592.8         	9.519651e-01
593.3         	9.520973e-01
593.8         	9.522291e-01
594.3         	9.523606e-01
594.8         	9.524917e-01
595.3         	9.526223e-01
595.8         	9.527527e-01
596.3         	9.528826e-01
596.8         	9.530121e-01
597.3         	9.531413e-01
597.8         	9.532701e-01
598.3         	9.533985e-01
598.8         	9.535265e-01
599.3         	9.536542e-01
599.8         	9.537815e-01
